name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,longBusinessDescription,linkedin
deepdivr,https://www.eu-startups.com/directory/deepdivr/,Denmark,"Deepdivr is a marketing platform helping businesses and agencies increase marketing ROI.  Deepdivr’s paid social media analytics and optimization platform let users customize their own dashboards and get recommendations on how to increase performance to get more conversions, a better reach in target groups, more engagement, or whatever the goal is.",Copenhagen,"Digital Marketing, Marketing, SaaS, Social Media, Social Media Advertising, Software",Between €500K-€ 1 million,2017,https://deepdivr.io,,DK,,
Fellow Pay,https://www.eu-startups.com/directory/fellow-pay/,Denmark,"Fellow Pay enables SMEs to grow by providing fair access to credit through upfront financing on invoices. They want to change the way SMEs pay and get paid, by giving B2B SMEs control over their payments. Now they can get paid on their terms and pay invoices 60 days to 90 days later.",Copenhagen,"Financial Services, FinTech, Internet",No funding announced yet,2017,https://www.fellowpay.com/,,DK,,
Particle3D,https://www.eu-startups.com/directory/particle3d/,Denmark,"Particle3D (P3D) is a Danish biomedical engineering company founded in 2017. The company is based on more than 3 years of research and is currently developing patient-fitted bone replacement implants from natural materials through 3D printing. The mission is to revolutionize the treatment of craniofacial patients by providing state of the art solutions that will optimize the value chain for health care professionals, the health care system and most importantly the patients. Benefits of the technology include better aesthetic and functional outcomes for the patients, faster recovery and fewer complications, less complicated surgery and higher hospital productivity.",Odense,"Biomedicine, 3D Printing, Bones",,2017,particle3d.com/,,DK,,
Valuer,https://www.eu-startups.com/directory/valuer/,Denmark,"Valuer has taken the best elements from accelerators, startup competitions, and pitch events. Weve turned them into a digital platform for corporates to track, analyze, and discover startups. Valuer facilitates the perfect match between startups and corporates using a startup intelligence platform and over 2,900 agents dispersed around the world.",Copenhagen,"Startups, Tracking, Elements",,2017,https://valuer.ai/,,DK,,
Eatmore,https://www.eu-startups.com/directory/eatmore/,Denmark,"Eatmore.dk is an online food order and delivery service. We are intermediary between take out food outlets & customers. Eatmore platform enables customers to search for local take-out restaurants, place orders and pay online, and to choose from pick-up or delivery options across Denmark.",Sonderborg,"Food, Delivery, Online",,2017,https://eatmore.dk/,,DK,,
Simple,https://www.eu-startups.com/directory/simple/,Denmark,"We provide family offices and private investors the tools, technology, data, content and advisors to ensure they are ready for the future. Our small international team craft simple solutions for the complicated scenarios that businesses are faced with in these fast times",Copenhagen,"Investors, Tools, Data, Content",,2017,https://andsimple.co,,DK,,
Shield FC,https://www.eu-startups.com/directory/shield-fc/,Denmark,Shields Proactive Compliance Hub automates and optimizes compliance tasks across Structured & Unstructured Data,Copenhagen,"Compliance, Tasks, Data",,2017,https://www.shieldfc.com/,,DK,"The financial regulation era is here, and it only takes one breach.
With that in mind, Shield FC developed a solution that addresses the challenge of increasing number of eComms platforms and data sources used during the trade lifecycle. Shield delivers powerful analysis and investigation capabilities, covering the scope of record-keeping, including GDPR enablement, compliance archiving, compliance investigation, best execution reconstruction and supports operational performance. With out of the box detection modules and Machine Learning capabilities, we help compliance teams identify and prevent that one breach.",
Mailforge,https://www.eu-startups.com/directory/mailforge-2/,Denmark,"Mailforge is an easy to use e-mail marketing platform, giving you the tools for lead generation with beautiful pop-ups and embed forms, drag and drop e-mail editor and advanced lead segmentation.

Email marketing is still one of the best sales-channels in online marketing, and we´re providing you with the tools to fully utilize this channel.",Korsør,"leads, marketing, forms, editor",,2017,https://mailforge.io,,DK,,
Nordisk LÃ¥n,https://www.eu-startups.com/directory/nordisk-lan/,Denmark,"Nordisk lån er Danmarks nye og attraktive lån.

Nordisk lån fungerer som en af de mest erfarne låneformidlere i låneindustrien, hvor vi samarbejder med Basisbank A/S - en af de bedste og mest etablerede banker i Danmark. Når du ansøger om et lån hos Nordisk lån, er det derfor Basisbank som låner dig pengene.",Aarhus,"banking, fintech",No funding announced yet,2017,https://www.nordisklaan.dk/,,DK,,
Apollo Finans,https://www.eu-startups.com/directory/apollo-finans/,Denmark,"Velkommen til Apollo Finans - Hele Danmarks uafhængige sammenligningssite indenfor forbrugslån. 

Idéen bag Apollo Finans er, at guide dig som forbruger igennem junglen af informationer og udbudte lån, som i dag eksisterer på det finansielle marked.

Vi ønsker at hjælpe dig med at skabe et overblik over de bedste lån på markedet, således at du finder den udbyder som tilbyder et lån, der passer bedst muligt til dig. På den måde sparer du både tid og penge, og kan bruge din tid på andre ting end økonomiske spørgsmål og forvirring.",Aarhus,"consumer loans, fintech, comparison",No funding announced yet,2017,https://www.apollofinans.dk,,DK,,
Jatana,https://www.eu-startups.com/directory/jatana/,Denmark,"Jatana is a deep learning based Saas solution that integrates directly with your help desk software of choice to automate processes related to customer service on Zendesk. 
Jatana provides efficient customer support by automating ticket resolution for simple and repetitive issues, and receiving resolution suggestions for more complicated issues. 
The reason why Jatana is a ground-breaking offer is that you can build your own AI engines directly from our dashboard. 
With Jatana, you can power up your Zendesk account by having an Artificial Intelligence that can suggest the best macro, send automatic replies, automate case categorization and routing, and connect to 3rd party systems via API.",Copenhagen,"saas, deep learning, software",,2017,https://jatana.ai/,,DK,,
Kaffe & Damp Kompagniet,https://www.eu-startups.com/directory/kaffe-damp-kompagniet/,Denmark,"Kaffe & Damp Kompagniet offers competent advice, new vape gears, and good organic coffee. We look forward to seeing you in Denmark's first vape coffee bar!

We do not say that it is healthy or beneficial to vape, on the contrary, we believe that clean, fresh, and natural air is the best. But if you can use an electronic cigarette to cut down on your consumption of normal cigarettes or maybe even for definite smoking cessation, then we think electronic cigarettes are a better alternative.",Mozartsvej 17,"E-Commerce, Coffee, Coffee Shops, Cigarretes",No funding announced yet,2017,https://kaffeogdamp.dk,,DK,,
PinkSquare,https://www.eu-startups.com/directory/pinksquare/,Denmark,"Turn great products into great content. PinkSquare makes it easy, fast and affordable to buy 3D Product Animations.",Copenhagen,"Animations, 3D, Product",,2017,https://pinksquare.com/,,DK,"PinkSquare makes it easy, fast and affordable to buy 3D Product Animations while making the process and the pricing transparent.
An increasing demand for interesting and dynamic content has lead to a surge in first time buyers of 3D animations. Buyers with no knowledge of the process or with little experience in dealing with digital agencies or 3D animation companies. PinkSquare is dedicated to improving the experience of purchasing 3D product animations and helping companies to boost sales and conversions with engaging content.",
AppsConda,https://www.eu-startups.com/directory/appsconda-aps/,Denmark,We are an innovative mobile app development platform.,Copenhagen,"app, ios, android",,2017,https://appsconda.com,,DK,"Awesome app creator. Absolutely no technical knowledge required. Added value for webmasters. IOS, Android and Webapp created in just one go. Integrates seamlessly with joomla and wordpress sites and templates.",
CodeSpaghetti,https://www.eu-startups.com/directory/codespaghetti/,Denmark,Tools and tactics for your next interview,Copenhagen,"tools, career, HR, AI, developers",,2017,www.codespaghetti.com,,DK,"CodeSpaghetti is a career portal for software developers. We are in the process of building an Adaptive AI based self assessment system for developers.
CodeSpaghetti provides in depth guides on how to succeed in technical interviews.
It has built a huge database of interview questions. And developing various other tools , tactics and resources to help developers ace their next technical interview.",
Need Visa,https://www.eu-startups.com/directory/need-visa/,Denmark,Fastest way to find information if you need a visa.,Copenhagen,"Visa, Citizenship, Travel",,2017,http://need-visa.com,,DK,Quickly find information if you need a visa when you're traveling to any country in the world. Select a citizenship and destination country and we give you all the information you need.,
treetech,https://www.eu-startups.com/directory/treetech/,Denmark,"Educational applications with a twist. Bridging the gap between educational institutions, parents, and students using the latest technology and AI",beirut,"tech, AI, education",,2017,http://www.treetech.me,,DK,"@Treetech, We develop world-class Software Solutions and mobile applications that adhere to engineering best practices and deliver engaging user-experiences. We're not just any mobile app development company. We work exclusively on projects that inspire u",
AdPlenty,https://www.eu-startups.com/directory/adplenty/,Denmark,"AdPlenty is a global SaaS marketing software. The platform is an all-in-one digital marketing automation platform built specifically to manage Local campaigns for multi-location businesses. Founded in 2017 by a seasoned team of ad-tech leaders, AdPlenty’s was born out of the desire to provide a solution that breaks down marketing expertise into its essentials and makes these services accessible to those who need it the most.",Copenhagen,"Advertising Services, SaaS marketing software, Digital marketing automation",Between €100K-€500K,2017,https://adplenty.io,,DK,,
Qvest.io,https://www.eu-startups.com/directory/qvest-io/,Denmark,Qvest is an online tool to map risks and opportunities in your organization. Empower your employees to close the execution gap.,Copenhagen,"HR Tech, Knowledge Management, Surveys, Data Analytics",,2017,www.qvest.io,,DK,,
Whispr,https://www.eu-startups.com/directory/whispr-2/,Denmark,"Whispr is an early stage voice-first software business in Copenhagen, Denmark. The first step of our journey is building a voice-first solution that literally ‘whispers’ guides and instructions into frontliner workers’ ears, just when they need it. Frontliners can ask questions about thing they don’t understand, confirm when tasks are complete, leave notes for the future, and send real time feedback to their team about frontline operations.",Copenhagen,"AI, Machine Learning, NPL, Voice Guidance Solution",,2017,www.whispr.ai,,DK,,
LifeX,https://www.eu-startups.com/directory/lifex-2/,Denmark,"LifeX is your landing pad for a co-living home in the heart of Copenhagen, Berlin, London, Vienna, Munich and Paris. We help you get settled in a city with a flexible housing subscription in a community of like-minded professionals. We focus on strengthening our community through activities and events where everyone can participate.",Copenhagen,"Flat-sharing, PropTech, Co-Living, Digital Nomads",,2017,www.joinlifex.com,,DK,,
Uizard Technologies,https://www.eu-startups.com/directory/uizard-technologies/,Denmark,"Uizard is an online collaborative design tool for non-designers. Our main customers are startup founders, managers in enterprises, consultants, engineering teams that need a solution to easily and quickly design and test product ideas such as mobile apps, websites, and desktop software. Our unique AI-powered design assistant helps customers turn ideas into reality effortlessly.",Copenhagen,"design tool, AI, prototyping",Between €10 million-€25 million,2017,uizard.io,,DK,,
The Org,https://www.eu-startups.com/directory/the-org/,Denmark,The Org is a professional community where you can explore any company’s organizational chart. Follow companies to stay updated on team changes and join your own company to be discovered for relevant opportunities - it’s free!,Copenhagen,"Data Collection, Organizational charts, The Org, Copenhagen",,2017,https://theorg.com,,DK,,
Finematter,https://www.eu-startups.com/directory/finematter/,Denmark,"Finematter  is a startup company that uses technology to help talented jewellery designers scale sustainably. They offer an online platform for the world's finest designers. The company is based in Frederiksberg, Denmark, and opened it's doors in 2020.",Frederiksberg,Jewellery,Between €1 million-€ 2.5 million,2017,finematter.com/,,DK,,
Ocean.io,https://www.eu-startups.com/directory/ocean-io/,Denmark,"Ocean.io is an ABM data provider using AI to help sales and marketing teams focus their time, money, and effort on the right accounts.

Unlike traditional data providers, we use smart data to help companies determine which companies and contacts to target to maximize revenue.",Copenhagen,"B2B, Database, Artificial Intelligence, AI",Between €5 million-€10 million,2017,https://ocean.io/,,DK,,
TrainAway,https://www.eu-startups.com/directory/trainaway/,Denmark,"TrainAway helps travelers buy access to gyms all over the world via smartphone. 

With pay-as-you-go day pass access to gyms in over 800 cities across 40+ countries worldwide available at the touch of a button, we ensure no one has to let travel get in the way of their active routine. 

TrainAway works with gyms to provide an easy way of handling guests that also earns them additional revenue, whilst making sure the process of accessing a gym while traveling is as easy as possible.",Copenhagen,"fitness, technology, health, travel",,2017,www.trainaway.fit,,DK,"TrainAway is the easiest way for travelers to get into gyms when they're away from home. Simply head to the app or website, choose a gym, buy a pass and then walk straight in. There are no contracts, subscriptions or sign up fees, you only pay when you train. More importantly, gone are the days where language barriers, cultural differences or the need for a membership stopped travelers getting into gyms in different countries; TrainAway makes it just as easy to get into a gym when traveling as it is at home.
With partners in over 800 cities across 43 countries, TrainAway provides access to fitness facilities all over the world. Coverage spans North and South America, Europe's major cities, right through to Asia-Pacific. Our mission is to break down barriers to fitness, so we can all enjoy healthy and active lifestyles, even when we’re away from home.
TrainAway provides a hassle-free way for gyms to deal with guest visitors, by eliminating time used by staff with guests. The platform not only provides promotion for the gym, adding a useful extra revenue stream, but also takes care of all payment and administration on behalf of the gym.
Founded in 2017, TrainAway is based in Copenhagen, Denmark.",
Zoles ApS,https://www.eu-startups.com/directory/zoles-aps/,Denmark,"Zoles ApS provide a service and technology for custom-made orthopedic insoles. Walk into a shop that has a Zoles Kiosk. Get your feet 3D scanned, get your feet analysed by our AI bot and order a pair of custom-made orthopedic insoles for a price everyone can afford. 
Your biomechanics data  is picked up by our expert software system, that generate the unique individual insole model. The model is then 3D printed and your insoles are ready.",Espergaerde,"Health, sport, retail, AI technology",Between €100K-€500K,2017,zoles.eu,,DK,,
Accordium,https://www.eu-startups.com/directory/accordium/,Denmark,"Personalized videos can help you double your sales pipeline. By allowing you to produce, share, and measure customised videos in direct sales or sales campaigns, Accordium helps you 8x consumer engagement.
Salespeople can use videos to strengthen their relationships with their customers, resulting in more meetings being scheduled and more deals being concluded.",Ullerslev,"Enterprise Software, Marketing Automation, Personalization, Video Advertising, Video on Demand",Between €1 million-€ 2.5 million,2017,https://www.accordium.com,,DK,,
Draupnir Bio,https://www.eu-startups.com/directory/draupnir-bio/,Denmark,"Draupnir Bio is developing small molecule modulators of PCSK9 based on new insights into its structural biology PCSK9 (proprotein convertase subtilisin kexin type 9) was first discovered in 2003, and its role in regulating the recycling of the hepatic LDL receptor has been thoroughly validated. Loss-of-function mutations in PCSK9 are causally linked to hypocholesterolemia and confer protection against heart disease, while gain-of-function mutations have been found to cause hypercholesterolemia and an increased risk of heart disease. Modulating the interaction of PCSK9 with the LDL receptor is a therapeutically validated strategy for lowering blood LDL cholesterol and the risk of heart disease.","Risskov, Midtjylland","Biotechnology, Health Care, Pharmaceutical, Therapeutics",Above €25 million,2017,http://www.draupnir.bio/,,DK,,
Nordbo Robotics,https://www.eu-startups.com/directory/nordbo-robotics/,Denmark,"We develop robotic software for complicated surface processing automation in grinding, sanding, finishing, deburring, and painting applications at Nordbo Robotics. By integrating the process know-how of artisans with the quality and accuracy of robots, we enable man-machine collaboration. As a result, we assist in the scaling of enterprises and the creation of better jobs.",Odense,"Computer, Electronics, Information Technology, Robotics, Software",Between €2.5 million-5 million,2017,https://www.nordbo-robotics.com,,DK,,
SNIPR Biome,https://www.eu-startups.com/directory/snipr-biome/,Denmark,"SNIPR Biome is the owner of a biotech firm in the discovery stage that aims to transform the treatment of microbial diseases. SNIPR Biome is the owner of a biotech firm in the discovery stage that aims to transform the treatment of microbial diseases. The company employs CRISPR technology to subvert portions of the endogenous bacterial CRISPR machinery in order to eradicate dangerous bacteria in vivo, giving doctors drugs that target and kill bacteria with specific DNA sequences.",Copenhagen,"Biotechnology, Health Care",Above €25 million,2017,https://www.sniprbiome.com/,,DK,,
Zliide,https://www.eu-startups.com/directory/zliide/,Denmark,"With the first-ever consumer-facing omni-channel technology and delivery platform, fashion retailers get a digital boost. Zliide is a self-checkout technology that aims to transform the physical shopping experience in general.
Zliide has revolutionised the retail checkout experience by developing sophisticated anti-theft tags that unlock automatically once a transaction is completed.",Aarhus,Retail Technology,Between €2.5 million-5 million,2016,https://www.zliide.com/,,DK,,
Passendo,https://www.eu-startups.com/directory/passendo/,Denmark,"Passendo is a startup that provides email marketing services. The international company is specialized in Programmatic Email Advertising (PEA). By transferring all of the benefits of modern advertising technology to a considerably more targeted and safe environment, Passendo assists publishers in generating new revenue streams and advertisers in increasing brand awareness.",Copenhagen,"Ad Network, Ad Server, Advertising, Email Marketing",Between €2.5 million-5 million,2016,https://passendo.com/,,DK,,
Cardlay,https://www.eu-startups.com/directory/cardlay-as/,Denmark,"The Cardlay White Label approach eliminates any back-and-forth discussion and demanding processes just to order payment cards. With real-time notifications and virtual account functionality; tracking multiple transactions is simple, fast, and immediate. The Cardlay Platforms communicate instantly with each other and companies can issue, load, and manage transactions in real-time.
Cardlay integrates the handling of payment cards and transactions and expense management in a single software platform.",Odense,"payments, payment cards",No funding announced yet,2016,www.cardlay.com,,DK,,
introDus,https://www.eu-startups.com/directory/introdus/,Denmark,"Onboarding empowering your employees to, succeed, perform and feel safe. Manage your knowledge and provide your employees with the know-how when they need it. Is Onboarding really necessary?

Did you know that 1 in 4 leave their job within the first year, and it typically takes 12 months before they are able to deliver what they were hired to do?

introDus is a mobile, cloud-based pre and onboarding solution which enables companies to create custom onboarding content to share online with new hires, with the aim of improving employee time to performance and making them feel part of the team from day one.

The content composer allows organizations to create their own content containing all the information both new and existing employees need to know. The media library can handle any kind of file such as Powerpoint, Word, PDF, Excel, video and audio, alongside an easy to sort feature.

Quizzes help ensure employees understand the important findings, and feel safe, from day one. Users can take tests on the company’s history, values and leadership practices, study the handbook rules and learn about the products, services and processes of the company.

Track and follow employee progress and provide surveys to get valuable feedback on the onboarding process for improvements. Users can also access stats that show how well employees are doing in their pre & onboarding runs. Organizations can engage with employees via SMS, push and email to keep employees up to date on pre and onboarding information.",Copenhagen,"onboarding, HR, employees",No funding announced yet,2016,https://introdus.dk,,DK,,
Duuoo.io,https://www.eu-startups.com/directory/duuoo-io/,Denmark,"The performance review has remained fundamentally unchanged for decades. At Duuoo, we’re on a mission to change that. We’re committed to improving performance management by using cutting edge technology and purposeful design to put people at the center of it.

Duuoo is a performance management platform for the 21st century: seamlessly integrated 1-on-1s, development reviews, 360º feedback & OKR/goal tracking.

Our cloud-based software, devised for forward-thinking organizations, is easy to implement, intuitive to use and helps leaders drive high-performing and engaged teams.

Want to learn more? Feel free to reach out to us at [email protected]",Copenhagen,"performance management, 1on1s, feedback",No funding announced yet,2016,https://www.duuoo.io,,DK,"At Duuoo, we’re on a mission to change corporate culture and lead it into the future.
Our platform empowers managers to be great leaders and meet the new generations’ desire for more recognition, involvement and development. It brings employees and managers closer together by facilitating their cooperation through continuous, constructive and forward-looking dialogues.
When first developing our software, it was abundantly clear to us that while there is much talk in the corporate world about good leadership and it’s crucial importance in every aspect of business, surprisingly little is done to support managers in being good leaders. It’s for that reason that we created Duuoo with the goal of giving every manager the tools they need to be a great leader.
With Duuoo, companies become the owner of a product that forges strong professional relationships through meaningful conversation, a product that allows them to create a true coaching culture in their organization. It’s a tremendous help to the time-pressed leader.
To be blunt, the annual review is dead. And we say good riddance. Setting aside time for only one serious talk about performance and development over the course of a year is absolutely inadequate, and a sure way to create disengaged, unmotivated and unhappy employees.
Today’s employees need active guidance, support, coaching and clear goals that align with their individual purpose. They need a deeply committed leader. The sad truth is, however, that many managers have neither the time, nor the training, nor the tools necessary to make this commitment. That’s where Duuoo comes in. We automate the admin of scheduling meetings and sending out calendar invites, provide helpful and timely notification, supply them with content and learnings to inspire meaningful conversation, and give them an overview of everything happening with their team at a glance.
Contemporary studies show us that people have a deep desire for purpose in their job, just as in their life. They crave meaning; and they look for their leader to help them find it. It’s a big job, no doubt about it, but with the right tools, we truly believe every manager is up to the task.",
Ghost Ship Games,https://www.eu-startups.com/directory/ghost-ship-games/,Denmark,"Danish game development studio. Their flagship game is Deep Rock Galactic, which takes players into the single most dangerous planet in the galaxy.",Copenhagen,"videogame, gaming, game developers",No funding announced yet,2016,www.ghostship.dk,,DK,,
Playdead,https://www.eu-startups.com/directory/playdead/,Denmark,"An independent game developer, whose eerie game LIMBO won the 2018 Apple Design Award. LIMBO is a puzzle-platform game, and is set all in grey shades.",Copenhagen,"gaming, video games, developer platform",No funding announced yet,2016,playdead.com/,,DK,,
Kaffe Bueno,https://www.eu-startups.com/directory/kaffe-bueno/,Denmark,"Uses green chemistry and biotechnology to upcycle coffee by-products into active and functional ingredients for cosmetics, nutraceuticals, and functional foods. The company is driven by a mission to unlock coffee's health potential where harmful emissions are minimized and coffee’s by-product usability is maximized",Soborg,"coffee, sustainable products, functional foods",Between €1 million-€ 2.5 million,2016,www.kaffebueno.com,,DK,,
Muninn,https://www.eu-startups.com/directory/muninn/,Denmark,Muninn is AI technology that empower companies to protect their critical digital assets and infrastructures from cyber-criminals.,Copenhagen,"Cyber Security, AI, Machine-learning, Software",Between €2.5 million-5 million,2016,https://www.muninn.ai,,DK,"Muninn specializes in developing innovative network monitoring and intrusion detection systems. With the latest advancements in artificial intelligence and machine learning Muninn detects cyber threats in near real-time by looking for suspicious anomalies in computer networks. Based on strong experience in developing durable and high performing enterprise IT and cyber security solutions coupled with cutting-edge AI, Muninn brings a new breed of fast and efficient network sensors with real time data analysis at a competitive price to the market.",
MakesYouLocal,https://www.eu-startups.com/directory/makesyoulocal/,Denmark,"Helps web shops succeed abroad from initial strategy discussions and market research to customer service, online marketing and shop management after launch.",Copenhagen,"Social, network, agency",No funding announced yet,2016,http://makesyoulocal.com,,DK,,
MATE.bike,https://www.eu-startups.com/directory/mate-bike/,Denmark,"Mate.bike creates unique, fun, and affordable electric bicycles to solve traffic congestion, climate change, and health issues.

The company products are easy to charge, either directly from the bike or by removing the Lithium-Ion battery. Moreover, its integrated USB-charging port ensures that bikers will not run out of juice for their phone.",Copenhagen,"Cycling, Electric Vehicle, Transportation",Between €10 million-€25 million,2016,www.mate.bike/,,DK,,
Ãnskebasen,https://www.eu-startups.com/directory/onskebasen-aps/,Denmark,"Ønskebasen is a Danish gift shop, where you can find great gift ideas and gifts for both men and women and of all ages.

It's easy to browse the shopping portal according the recipient of the gift, if you don't know what to give as gift. In this way you get inspiration for finding the right gift for him or her.

You can even browse and shop by kategory, as Ønskebasen has collected great gifts for e.g. kitchen, living room ets.",Nykøbing Mors,"gifts, browse, inspiration",,2016,http://www.onskebasen.dk,,DK,,
My4,https://www.eu-startups.com/directory/my4/,Denmark,"At My4, we want to bring sports fans closer to their sport.

That's why built a social football betting platfrom which brings fans a new way to experience the sport they love.

Challenge your friends instead of bookmakers for a chance to win money and bragging rights. Bet on Premier League, Champions League, La Liga and much more!

You will get all the fun from casual mobile games and all the excitement from sports betting - and still have time to spend in your coffee break",Copenhagen,"football, betting, sports",,2016,http://my4.io/,,DK,"At My4, we want to bring sports fans closer to their sport.
That's why built a social football betting platfrom which brings fans a new way to experience the sport they love.
Challenge your friends instead of bookmakers for a chance to win money and bragging rights. Bet on Premier League, Champions League, La Liga and much more!
You will get all the fun from casual mobile games and all the excitement from sports betting - and still have time to spend in your coffee break",
Cobiro,https://www.eu-startups.com/directory/cobiro/,Denmark,"Cobiro is an Artificial Intelligence for Google Adwords and Google Shopping which helps small businesses grow by automating Google advertising. More than 3,000 online stores have been part of the training of its algorithms during the past 4 years. The platform currently manages more than 170 million keywords and Cobiro significantly outperforms humans in the optimisation efforts.",Copenhagen,"Advertising, Artificial Intelligence, Digital Marketing, Marketing",No funding announced yet,2016,cobiro.com,,DK,,
KiteX,https://www.eu-startups.com/directory/kitex/,Denmark,"KiteX is developing drone wind energy in order to create a future where renewable energy is the most cost effective option. Cheaper energy will help societies reduce the average amount of “hard” work required to sustain a given living standard, freeing up time for more valuable pursuits. We find the reflections in these answers quite interesting: If energy was free.",Copenhagen,"Energy, wind energy, turbine",No funding announced yet,2016,kitex.tech/,,DK,,
LegalHero,https://www.eu-startups.com/directory/legalhero/,Denmark,"LegalHero is a Copenhagen-based online legal platform providing clients with an easy to use system for obtaining legal advice online. All prices are fixed and everything is handled online. Keeping everything digital and leveraging the benefits of crowdsourcing, LegalHero can provide legal expertise for a fraction of the price while also making it more convenient for both client and advisor.",Copenhagen,"Consulting, Crowdsourcing, E-Commerce",No funding announced yet,2016,www.legalhero.dk,,DK,,
Lenus eHealth,https://www.eu-startups.com/directory/lenus-ehealth/,Denmark,Technology and innovation company providing cloud-based software solutions (SaaS) to a broad variety of health professionals,Copenhagen,"Innovative, Development, International, Technology",No funding announced yet,2016,https://www.lenusehealth.com/,,DK,,
Beyond Leather Materials,https://www.eu-startups.com/directory/beyond-leather-materials/,Denmark,"Beyond Leather Materials is a B2B supplier of a sustainable alternative textile based on apple pulp, the byproduct from juice and cider production. The product is fully biodegradable, animal free and much more sustainable than animal-derived or synthetic leather.",Copenhagen,"Textile, retail, sustainability",,2016,www.beyondleather.dk/,,DK,,
Manillo.dk,https://www.eu-startups.com/directory/manillo-dk/,Denmark,"Manillo.dk is a site that sell everyday product, like shampoo, batteries, razors, smartphone accessories to low price. Manillo believe in ""Better shopping"" with lightning fast delivery, low prices and supreme customers service. The store involve there user in what product they should sell and if quality and price matches.","Kvistgaard, Denmark","store, product, everyday",,2016,https://manillo.dk/,,DK,,
Everimpact,https://www.eu-startups.com/directory/everimpact/,Denmark,"Everimpact monitors GHG emissions by combining space and ground data with AI and machine learning. Everimpact helps cities and ports track their carbon footprint in real-time via IoT software, certify their emission reductions and generate revenue from their carbon reduction projects.",Copenhagen,"Carbon Footprint, Environmental, IoT, Artificial Intelligence",No funding announced yet,2016,https://www.everimpact.com/,,DK,,
Subaio,https://www.eu-startups.com/directory/subaio/,Denmark,"Subaio is a Danish software company. Our founders are engineers with years of experience in the banking sector. We believe technology should make the complex simple and build customer-centric services that solve real problems.
That is why Subaio was built by bank engineers for bank engineers who can then help end-users save money with subscription management.",Aalborg,Subscription Management,Between €2.5 million-5 million,2016,https://subaio.com/,,DK,"Subaio was founded at a hackathon in 2016. Before the event, one of the founders discovered an odd payment on his family’s monthly bank statement. He was shocked to see that the payment was for an online newspaper he had only used once and had forgotten about. This was the beginning of Subaio – the service that gives bank customers control of their subscriptions.
Subaio has offices in Aalborg and Copenhagen. We are a team of more than 30 people with backgrounds in software engineering, data science, customer service, and much more. We all believe in the same vision – give customers back control of their subscriptions. Although our addresses are still only in Denmark, we are proud to be the first white-label subscription management service to launch with different banks in multiple countries.",
Tomorrow,https://www.eu-startups.com/directory/tomorrow-2/,Denmark,Tomorrow is a tech company leveraging the power of data and machine learning to automatically quantify the climate impact of our daily choices. Tomorrow builds tech products empowering people and organizations to understand and reduce their carbon footprint.,Copenhagen,"Artificial Intelligence, Sustainability, GreenTech",No funding announced yet,2016,http://www.tmrow.com/,,DK,,
LENDME,https://www.eu-startups.com/directory/lendme/,Denmark,"Lendme is a Danish online consumer credit intermediary that enables users to compare individual loan offers from different banks. Lendme creates transparency in consumer loan markets, by providing consumers with personalized loan offers from multiple banks. They give users an overview of their loan options through an objective comparison of interest rates, fees, and terms.",Copenhagen,"Banking, E-Commerce, Financial Services, Insurance, Internet",No funding announced yet,2016,https://www.lendme.dk/,,DK,,
Hedia,https://www.eu-startups.com/directory/hedia/,Denmark,"Hedia is a personal diabetes assistant, based on artificial intelligence. It picks up patterns and habits of the individual diabetic and uses it for insulin recommendations giving the person with diabetes a better insulin treatment, aiming to make life with diabetes a bit easier by giving insulin recommendations",Copenhagen,"Artificial Intelligence, Diabetes, Life Science, Medical, Medical Device",Between €2.5 million-5 million,2016,https://www.hedia.co/,,DK,,
BotXO,https://www.eu-startups.com/directory/botxo/,Denmark,"BotXO develops conversational AI, bots, and automation as ways for people to connect easier with their companies. It not only improves customer experiences and drives organizational efficiency, but also clears the way for more meaningful dialogues between the companies’ employees and customers.",Copenhagen,"Artificial Intelligence, Machine Learning, Personalization Software",Between €2.5 million-5 million,2016,http://www.botxo.ai,,DK,,
Nordetect,https://www.eu-startups.com/directory/nordetect/,Denmark,"Copenhagen-based Nordetect is an analytical hardware company that produces Lab-on-a-chip devices for environmental and agricultural analysis. It was founded in 2016 with a vision of bringing medical-grade technology to the farming industry. With Nordetect, farm managers, agricultural service providers, and indoor growers can remove risk and usevalid data that is easy to understand and implement to ensure richer harvests.",Copenhagen,"AgTech, Analytics, Hardware, Internet of Things",Between €1 million-€ 2.5 million,2016,https://nordetect.com,,DK,,
Tendo,https://www.eu-startups.com/directory/tendo/,Denmark,"Tendo is a soft robotic exoskeleton, imagine a robotic glove, which strengthens your grip. It covers the thumb, index finger and forearm and its equipped with soft artificial tendons and smart sensors detecting when you are about to grasp an object and applies the requested strength to your fingers. Tendo is a slim glove-like exoskeleton with build in sensor technology which adds strength to the finger movement.","Odense,","sensor, exoskeleton, robotic",,2016,www.tendoforpeople.se,,DK,,
Artland,https://www.eu-startups.com/directory/artland/,Denmark,"Artland is a social art market dedicated to connecting art collectors and galleries worldwide. The teams overarching mission is to make art buying more accessible and thus widen the sales pipe by providing art collectors with the tools to navigate in a diverse art world. It also offers the possibility to engage with a worldwide community, driven by a shared passion for art.
The Artland app is a professional network for collectors and galleries.",Copenhagen,"art, social, gallery",,2016,www.artlandapp.com,,DK,,
